row_ID,vehicle_manufacturer,vehicle_model,vehicle_category,current_mileage,vehicle_year,vehicle_gearbox_type,doors_cnt,wheels,vehicle_color,vehicle_interior_color,car_vin,car_leather_interior,deal_type,final_price
31035,NISSAN,Juke,Jeep,153888,2013,Automatic, 4/5,  Left wheel  , White ,, JN8AF5MV4DT232048 ,1,For Sale,80.0
31036,MERCEDES-BENZ,C 220 d Premium,Sedan,43848,2017,Automatic, >5,  Left wheel  , Grey ,  Grey ,,1,For Sale,8609.0
31037,HYUNDAI,Elantra,Sedan,115507,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,1300.0
31038,CHEVROLET,Cruze,Sedan,100685,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,150.0
31039,FORD,Transit,Microbus,111111,2000,Manual, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,3348.0
31040,CHEVROLET,Malibu,Sedan,121800,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,8486.0
31041,OPEL,Vectra C,Sedan,75000,2002,Manual, 4/5,  Left wheel  , Golden ,  Black ,,1,For Sale,3508.0
31042,BMW,M5,Sedan,72830,2013,Tiptronic, 4/5,  Left wheel  , Black ,  Black , WBSFV9C51ED097743 ,1,For Sale,28000.0
31043,MERCEDES-BENZ,Sprinter,Microbus,195000,2012,Tiptronic, 4/5,  Left wheel  , White ,  Grey ,,1,For Sale,9500.0
31044,TOYOTA,Camry,Sedan,314373,2012,Automatic, 4/5,  Left wheel  , Grey ,  Black , 4T1BD1FK2CU027785 ,1,For Sale,125.0
31045,TOYOTA,Prius,Hatchback,183000,2008,Variator, 4/5,  Left wheel  , Red ,  Grey ,,0,For Sale,2340.0
31046,FORD,Fusion S,Sedan,145500,2014,Variator, 4/5,  Left wheel  , Black ,  Grey ,,0,For Sale,7500.0
31047,TOYOTA,Camry,Sedan,107000,2014,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1BF1FK5EU304426 ,1,For Sale,4800.0
31048,BMW,X5 E70,Jeep,125000,2012,Tiptronic, 4/5,  Left wheel  , Black ,  Brown ,,1,For Sale,14000.0
31049,CHEVROLET,Camaro,Sedan,26080,2018,Automatic,,  Left wheel  , Black ,, 1G1FH1R74J0121360 ,1,For Sale,8700.0
31050,CHEVROLET,Cruze,Sedan,77434,2017,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,125.0
31051,LEXUS,RX 450,Jeep,22261,2019,Automatic,,  Left wheel  ,,, 2T2BGMCA4KC033698 ,1,For Sale,175.0
31052,LEXUS,GX 460,Jeep,275240,2010,Automatic, 4/5,  Left wheel  , Silver ,, JTJBM7FX9A5000610 ,1,For Sale,5000.0
31053,OPEL,Astra,Universal,1000,1995,Manual, 4/5,  Left wheel  , Green ,  Black ,,0,For Sale,1400.0
31054,HYUNDAI,Santa FE,Jeep,144950,2013,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,11872.0
31055,TOYOTA,Camry,Sedan,133955,2007,Automatic, 2/3,  Left wheel  , Silver ,  Black ,,1,For Sale,5300.0
31056,CHEVROLET,Cruze,Sedan,155200,2013,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,5000.0
31057,HYUNDAI,Sonata,Sedan,247835,2014,Automatic, 4/5,  Left wheel  , Black ,, KMHEC4A42EA108686 ,1,For Sale,600.0
31058,MERCEDES-BENZ,ML 320 DIESEL,Jeep,12900,2008,Automatic, 4/5,  Left wheel  , White ,  Black , 4JGBB25E59A496872 ,1,For Sale,14200.0
31059,MERCEDES-BENZ,C 200 KOMPRESSOR,Sedan,116000,2000,Tiptronic, 4/5,  Right-hand drive   , Silver ,  Black ,,0,For Sale,2600.0
31060,HONDA,FIT,Hatchback,145000,2012,Automatic, 4/5,  Right-hand drive   , Silver ,  Grey ,,0,For Rent,10.0
31061,HYUNDAI,Tucson,Jeep,46503,2018,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,16377.0
31062,LEXUS,HS 250h,Sedan,111674,2010,Automatic, 4/5,  Left wheel  , White ,  Black , JTHBB1BAXA2031615 ,1,For Sale,150.0
31063,HYUNDAI,H1,Minivan,150000,2014,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,10706.0
31064,LEXUS,GX 470,Jeep,307648,2008,Automatic, 4/5,  Left wheel  , White ,, JTJBT20X880151010 ,1,For Sale,1300.0
31065,SKODA,Octavia,Sedan,191070,2009,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,3603.0
31066,TOYOTA,RAV 4,Jeep,153312,2014,Automatic, 4/5,  Left wheel  , Black ,,,1,For Sale,7000.0
31067,JAGUAR,XF,Sedan,140000,2009,Tiptronic, 4/5,  Left wheel  , Grey ,  Beige ,,1,For Sale,5800.0
31068,LEXUS,RX 450,Jeep,186005,2010,Automatic, 4/5,  Left wheel  , Silver ,, JTJBC1BA8A2407241 ,1,For Sale,4250.0
31069,LEXUS,CT 200h,Hatchback,0,2013,Automatic, 4/5,  Left wheel  , Red ,  Black , JTHKD5BH6D2167145 ,1,For Sale,200.0
31070,TOYOTA,Prius,Hatchback,248000,2011,Variator, 4/5,  Left wheel  , Silver ,  White ,,0,For Sale,6000.0
31071,SKODA,Fabia,Universal,70700,2017,Manual, 4/5,  Left wheel  , Red ,  Black ,,0,For Sale,8700.0
31072,TOYOTA,RAV 4,Jeep,64134,2018,Automatic,,  Left wheel  , Black ,, 2T3RFREV9JW754218 ,1,For Sale,6100.0
31073,NISSAN,Juke,Jeep,111402,2015,Automatic, 4/5,  Left wheel  , Black ,, JN8AF5MV1FT558196 ,1,For Sale,250.0
31074,LEXUS,GS 430,Sedan,145000,2007,Automatic, 4/5,  Left wheel  , Silver ,  White ,,1,For Sale,7000.0
31075,TOYOTA,Highlander,Jeep,109344,2016,Automatic, 4/5,  Left wheel  , White ,  Black , 5TDDCRFH9GS019499 ,1,For Sale,3400.0
31076,VOLVO,S80,Sedan,380000,1999,Automatic, 4/5,  Left wheel  , Silver ,  Beige ,,0,For Sale,1800.0
31077,CHEVROLET,Captiva,Jeep,48450,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,12186.0
31078,LEXUS,GX 460,Jeep,155976,2016,Automatic, 4/5,  Left wheel  , White ,, JTJJM7FX7G5137033 ,1,For Sale,10200.0
31079,HONDA,Civic,Sedan,8115,2019,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,19077.0
31080,MERCEDES-BENZ,E 350,Sedan,104000,2015,Tiptronic, 4/5,  Left wheel  , White ,  Beige ,,1,For Sale,16000.0
31081,MERCEDES-BENZ,ML 350,Jeep,245762,2012,Automatic, 4/5,  Left wheel  , Black ,, 4JGDA5HB9CA026494 ,1,For Sale,50.0
31082,HONDA,Insight,Hatchback,100000,2011,Variator, 4/5,  Left wheel  , Red ,  Black ,,1,For Sale,4800.0
31083,AUDI,Q3,Sedan,74184,2016,Automatic, 4/5,  Left wheel  , Grey ,, WA1BFCFS7GR020893 ,1,For Sale,6500.0
31084,SUBARU,Forester,Jeep,221221,2011,Automatic, 4/5,  Left wheel  , Green ,  Black , JF2SHGGC6BH724291 ,1,For Sale,3350.0
31085,LAND ROVER,Land Rover Sport,Jeep,90000,2015,Tiptronic, 4/5,  Left wheel  , Black ,  Red ,,1,For Sale,45000.0
31086,HYUNDAI,Elantra,Sedan,157421,2011,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,6379.0
31087,LEXUS,GX 470,Jeep,106918,2015,Automatic, 4/5,  Left wheel  , Black ,, JTJJM7FX8F5099147 ,1,For Sale,1100.0
31088,CHEVROLET,Cruze,Sedan,18397,2016,Automatic, 4/5,  Left wheel  , Carnelian red ,  Grey , 1G1BE5SM0G7309386 ,0,For Sale,7300.0
31089,HYUNDAI,Tucson,Jeep,66067,2017,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,14195.0
31090,LEXUS,GX 460,Jeep,155976,2016,Automatic, 4/5,  Left wheel  , White ,, JTJJM7FX7G5137033 ,1,For Sale,26000.0
31091,OPEL,Combo CNG,Goods wagon,126171,2006,Manual, 4/5,  Left wheel  , Yellow ,  Black ,,0,For Sale,3300.0
31092,LEXUS,RX 450,Jeep,143619,2015,Automatic, 4/5,  Left wheel  , Black ,, 2T2BK1BA7FC278886 ,1,For Sale,4450.0
31093,CHEVROLET,Volt,Hatchback,153000,2012,Variator, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,7200.0
31094,HYUNDAI,H1,Minivan,90132,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,11766.0
31095,CHEVROLET,Cruze,Sedan,39466,2018,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,300.0
31096,SUBARU,Forester,Jeep,89426,2013,Automatic, 4/5,  Left wheel  , Silver ,, JF2SHAEC4DH415664 ,1,For Sale,4900.0
31097,LEXUS,HS 250h,Sedan,156000,2010,Tiptronic, 4/5,  Left wheel  , Black ,  Grey , JTHBB1BA1A2015755 ,1,For Sale,3750.0
31098,SSANGYONG,Actyon,Jeep,70940,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,13988.0
31099,FORD,Fiesta,Sedan,125797,2011,Automatic, 4/5,  Left wheel  , Red ,, 3FADP4BJ8BM231311 ,1,For Sale,4000.0
31100,HYUNDAI,Elantra,Sedan,163000,2013,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,6097.0
31101,SUBARU,Forester,Jeep,97000,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,7500.0
31102,TOYOTA,Camry,Sedan,166400,2012,Tiptronic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,8500.0
31103,ACURA,ILX,Sedan,204432,2013,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,50.0
31104,CHEVROLET,Cruze,Sedan,135804,2014,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,5720.0
31105,HYUNDAI,Elantra,Sedan,113600,2012,Automatic, 4/5,  Left wheel  , White ,  Yellow , 5NPDH4AE1DH165026 ,0,For Sale,4600.0
31106,TOYOTA,Prius C,Hatchback,168000,2013,Variator, 4/5,  Left wheel  , Grey ,  Grey , VIN: JTDKDTB32D10441 ,1,For Sale,5400.0
31107,NISSAN,Juke,Jeep,49000,2015,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,7700.0
31108,LEXUS,GX 470,Sedan,202048,2011,Automatic, 4/5,  Left wheel  , White ,, JTJBM7FX2B5020702 ,1,For Sale,125.0
31109,HYUNDAI,Elantra,Sedan,47000,2016,Tiptronic, 4/5,  Left wheel  , Blue ,  Grey , 5NPD74LF9HH165922 ,0,For Sale,7100.0
31110,HYUNDAI,Tucson,Jeep,62691,2017,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,13992.0
31111,TOYOTA,Prius,Hatchback,105328,2013,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU2D5619233 ,1,For Sale,225.0
31112,HYUNDAI,Santa FE,Jeep,87000,2011,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,10301.0
31113,MERCEDES-BENZ,ML 350,Jeep,0,2011,Automatic, 4/5,  Left wheel  , Black ,, 4JGBB2FB8BA748933 ,1,For Sale,850.0
31114,MERCEDES-BENZ,Vito,Minivan,275000,2007,Tiptronic, 4/5,  Left wheel  , Silver ,  Black , WDF63970313321189 ,0,For Sale,7700.0
31115,NISSAN,Tiida,Hatchback,120000,2008,Automatic, 4/5,  Right-hand drive   , White ,  Black ,,0,For Sale,3000.0
31116,NISSAN,X-Trail,Jeep,220000,2003,Automatic, 4/5,  Left wheel  , Silver ,  Grey ,,1,For Sale,3500.0
31117,NISSAN,Juke,Jeep,167405,2012,Automatic, 4/5,  Left wheel  , Black ,, JN8AF5MV3CT128004 ,1,For Sale,2800.0
31118,HONDA,Accord,Sedan,30846,2018,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,3500.0
31119,FORD,Transit,Microbus,777777,2008,Manual, 2/3,  Left wheel  , Grey ,  Beige ,,0,For Sale,733.0
31120,AUDI,A4,Sedan,185000,2009,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,6000.0
31121,NISSAN,Juke,Jeep,110531,2013,Automatic, 4/5,  Left wheel  , Red ,, JN8AF5MV9DT207307 ,1,For Sale,4500.0
31122,MERCEDES-BENZ,E 350,Sedan,64496,2011,Automatic, 4/5,  Left wheel  , Blue ,, WDDHF8HB0BA484650 ,1,For Sale,4350.0
31123,BMW,X5,Jeep,0,2016,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,1600.0
31124,DODGE,Caravan,Minivan,1000,1998,Manual, 4/5,  Left wheel  , Grey ,  Grey ,,0,For Sale,670.0
31125,HYUNDAI,Elantra,Sedan,31691,2013,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,3800.0
31126,TOYOTA,Prius,Hatchback,98768,2010,Automatic, 4/5,  Left wheel  ,,  Black , JTDKN3DU9A0182260 ,1,For Sale,2950.0
31127,TOYOTA,Prius,Sedan,157000,2009,Variator, 4/5,  Left wheel  , Grey ,  White , JTDKN3DU2A0030627 ,0,For Sale,3500.0
31128,VOLKSWAGEN,Passat,Sedan,114000,2012,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6500.0
31129,TOYOTA,Hilux,Pickup,202000,1996,Manual, 4/5,  Left wheel  , White ,  Grey ,,0,For Sale,7000.0
31130,MAZDA,CX-7,Jeep,167000,2007,Tiptronic, 4/5,  Left wheel  , Black ,  Black , JM3ER29L770117337 ,1,For Sale,4300.0
31131,HYUNDAI,Elantra,Sedan,97000,2012,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,6284.0
31132,INFINITI,FX35,Jeep,160000,2011,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,12500.0
31133,NISSAN,Note,Hatchback,134587,2007,Automatic, 4/5,  Right-hand drive   , Silver ,  Black ,,0,For Sale,2455.0
31134,TOYOTA,Prius C,Hatchback,82000,2013,Automatic, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,5800.0
31135,MERCEDES-BENZ,S 550,Sedan,67882,2016,Automatic, 4/5,  Left wheel  , Grey ,  Black , WDDUG8CB1GA255145 ,1,For Sale,6200.0
31136,HYUNDAI,Elantra,Sedan,61795,2018,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,500.0
31137,TOYOTA,Camry,Sedan,39552,2019,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1B11HK5KU696752 ,1,For Sale,80.0
31138,FORD,Taurus,Sedan,162802,2012,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,8084.0
31139,KIA,Sorento,Jeep,188819,2015,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,950.0
31140,TOYOTA,Camry,Sedan,232032,2013,Automatic, 4/5,  Left wheel  , Silver ,  Black , 4T1BD1FK7DU096523 ,1,For Sale,125.0
31141,HYUNDAI,Sonata,Sedan,100702,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,7366.0
31142,TOYOTA,Camry,Sedan,168436,2012,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5373.0
31143,CHEVROLET,Volt,Sedan,107169,2012,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,2900.0
31144,VOLKSWAGEN,Touareg,Jeep,116000,2013,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,12700.0
31145,MERCEDES-BENZ,C 270,Sedan,274178,2001,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3700.0
31146,TOYOTA,Camry,Sedan,9626,2019,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1B21HK5KU013994 ,1,For Sale,1100.0
31147,TOYOTA,Prius,Sedan,146019,2014,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DUXE1790319 ,1,For Sale,60.0
31148,HYUNDAI,Elantra,Sedan,240560,2012,Automatic, 4/5,  Left wheel  , Black ,, 5NPDH4AE2CH078928 ,1,For Sale,200.0
31149,HONDA,FIT,Hatchback,60400,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,275.0
31150,HYUNDAI,Elantra,Sedan,853,2019,Automatic,,  Left wheel  , Black ,, KMHD84LF6KU799789 ,1,For Sale,250.0
31151,TOYOTA,Highlander,Jeep,109344,2016,Automatic, 4/5,  Left wheel  , White ,  Black , 5TDDCRFH9GS019499 ,1,For Sale,3400.0
31152,TOYOTA,Camry,Sedan,150000,2008,Automatic, 4/5,  Left wheel  , Black ,  Beige ,,1,For Rent,32.0
31153,AUDI,A4,Sedan,175000,2010,Tiptronic, 4/5,  Left wheel  , Black ,  Beige ,,1,For Sale,5500.0
31154,TOYOTA,Camry,Sedan,9269,2019,Automatic,,  Left wheel  , Silver ,, 4T1BZ1HK6KU023218 ,1,For Sale,14500.0
31155,MERCEDES-BENZ,C 180,Sedan,250000,1998,Automatic, 4/5,  Left wheel  , White ,  Blue ,,0,For Sale,2100.0
31156,CHEVROLET,Orlando,Jeep,161296,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,6084.0
31157,VOLKSWAGEN,Jetta,Sedan,90000,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,5000.0
31158,MERCEDES-BENZ,E 350,Sedan,171221,2012,Automatic, 4/5,  Left wheel  , Black ,, WDDHF2EB9CA531709 ,1,For Sale,3050.0
31159,SUBARU,XV,Jeep,64923,2014,Automatic, 4/5,  Left wheel  , Orange ,, JF2GPAGC0E8258397 ,1,For Sale,250.0
31160,FORD,Mustang,Cabriolet,76000,2017,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,27376.0
31161,TOYOTA,Avalon,Sedan,31387,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black , 4T1BD1EB8GU055646 ,1,For Sale,1500.0
31162,HYUNDAI,Sonata,Sedan,261928,2015,Automatic, 4/5,  Left wheel  , Black ,, KMHEC4A40FA128551 ,1,For Sale,30.0
31163,FORD,Transit,Goods wagon,0,1997,Manual, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,5261.0
31164,SCION,xD,Hatchback,98000,2009,Tiptronic, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,4650.0
31165,NISSAN,Rogue,Jeep,102000,2010,Automatic, 4/5,  Left wheel  , White ,  Golden , JN8AS5MV7BW277878 ,0,For Sale,5900.0
31166,HYUNDAI,Sonata,Sedan,267311,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,5000.0
31167,TOYOTA,Tacoma,Jeep,265558,2013,Automatic, 4/5,  Left wheel  , White ,  Black , 5TFNX4CN9DX026495 ,1,For Sale,4650.0
31168,LEXUS,GX 470,Jeep,154115,2013,Automatic, 4/5,  Left wheel  , Black ,, JTJBM7FX8D5057546 ,1,For Sale,475.0
31169,BMW,X5,Jeep,229854,2009,Automatic, 4/5,  Left wheel  , Green ,, 5UXFF03549LJ97751 ,1,For Sale,575.0
31170,KIA,Optima,Sedan,126400,2013,Automatic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,6100.0
31171,MERCEDES-BENZ,ML 350,Jeep,195000,2011,Automatic, 4/5,  Left wheel  , Black ,  Black , 4JGBB2FB8BA737706 ,1,For Sale,12500.0
31172,TOYOTA,Highlander,Jeep,125605,2013,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,1550.0
31173,FORD,Escape,Jeep,366598,2009,Automatic, 4/5,  Left wheel  , White ,, 1FMCU593X9KC56266 ,1,For Sale,625.0
31174,TOYOTA,Prius,Sedan,430278,2012,Automatic, 4/5,  Left wheel  , Black ,  Black , JTDKN3DU3C5421503 ,1,For Sale,175.0
31175,MERCEDES-BENZ,E 350 212,Sedan,135000,2010,Tiptronic, 4/5,  Left wheel  , Blue ,  Beige ,,1,For Sale,6900.0
31176,BMW,328,Sedan,140000,2011,Tiptronic, 4/5,  Left wheel  , Blue ,  Brown ,,1,For Sale,3700.0
31177,KIA,Optima SXL,Sedan,126400,2012,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,6900.0
31178,სხვა,IVECO DAYLY,Microbus,328000,2007,Manual, 4/5,  Left wheel  , White ,  Beige ,,0,For Sale,8000.0
31179,HYUNDAI,Tucson,Jeep,56081,2018,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,16218.0
31180,TOYOTA,Aqua,Hatchback,63000,2013,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,7729.0
31181,NISSAN,Quest,Minivan,150000,2010,Tiptronic, 4/5,  Left wheel  , Silver ,  White ,,0,For Sale,4000.0
31182,SUBARU,XV,Jeep,84194,2013,Automatic, 4/5,  Left wheel  ,,, JF2GPAGC1D2874546 ,1,For Sale,1050.0
31183,MAZDA,Mazda 6,Sedan,23000,2016,Automatic, 4/5,  Left wheel  , Red ,  Black ,,1,For Sale,12500.0
31184,HYUNDAI,Sonata,Sedan,49194,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,14073.0
31185,MERCEDES-BENZ,Smart,Coupe,187000,2009,Manual, 2/3,  Left wheel  , Black ,  Black ,,0,For Sale,3600.0
31186,BMW,X5 x5,Sedan,150000,2008,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,10000.0
31187,SSANGYONG,Actyon,Jeep,94013,2010,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,5387.0
31188,HYUNDAI,Sonata,Sedan,209254,2010,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5293.0
31189,JEEP,Grand Cherokee,Jeep,234000,2011,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,8762.0
31190,TOYOTA,Camry,Sedan,115312,2014,Automatic, 4/5,  Left wheel  , Grey ,  Black , 4T1BD1FK3EU118258 ,1,For Sale,225.0
31191,NISSAN,Juke,Jeep,87112,2015,Automatic, 4/5,  Left wheel  , Black ,, JN8AF5MV0FT558562 ,1,For Sale,450.0
31192,HYUNDAI,Sonata,Sedan,43000,2016,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,12957.0
31193,HYUNDAI,Sonata,Sedan,5187,2018,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,20555.0
31194,HONDA,Civic,Sedan,38639,2018,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,16959.0
31195,HONDA,FIT,Sedan,120521,2011,Tiptronic, 4/5,  Right-hand drive   , Black ,  Black ,,0,For Sale,4000.0
31196,CHEVROLET,Volt,Hatchback,172467,2012,Automatic, 4/5,  Left wheel  , Grey ,, 1G1RD6E4XCU112014 ,1,For Sale,3000.0
31197,LEXUS,RX 450,Jeep,22261,2019,Automatic,,  Left wheel  ,,, 2T2BGMCA4KC033698 ,1,For Sale,175.0
31198,MERCEDES-BENZ,C 250,Sedan,100000,2011,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,9000.0
31199,MERCEDES-BENZ,E 350 amg,Sedan,1568000,2013,Tiptronic, 4/5,  Left wheel  , Black ,  Black , WDDHF8JB4DA667160 ,1,For Sale,12700.0
31200,NISSAN,Leaf,Sedan,42000,2015,Automatic, 4/5,  Left wheel  , Carnelian red ,  Black ,,0,For Rent,32.0
31201,AUDI,A7,Hatchback,158091,2013,Automatic, 4/5,  Left wheel  , Blue ,  Black , WAU2GAFC6DN124307 ,1,For Sale,800.0
31202,MERCEDES-BENZ,E 320,Sedan,11111,2001,Tiptronic, 4/5,  Right-hand drive   , Silver ,  Black ,,0,For Sale,2850.0
31203,LEXUS,GX 460,Jeep,275240,2010,Automatic, 4/5,  Left wheel  , Silver ,, JTJBM7FX9A5000610 ,1,For Sale,5000.0
31204,FORD,Fiesta TITANIUM,Sedan,68543,2015,Tiptronic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,2800.0
31205,HONDA,Cr-v,Jeep,45900,2014,Tiptronic, 4/5,  Left wheel  , Brown ,  Black ,,0,For Sale,8900.0
31206,LEXUS,CT 200h,Hatchback,184768,2011,Automatic, 4/5,  Left wheel  ,,,,1,For Sale,4500.0
31207,SAAB,9-3,Hatchback,170000,2001,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,1200.0
31208,TOYOTA,Camry,Sedan,107000,2014,Tiptronic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,4000.0
31209,MERCEDES-BENZ,Vito,Minivan,289216,2008,Manual, 2/3,  Left wheel  , White ,  Black ,,0,For Sale,6000.0
31210,HYUNDAI,Tucson,Jeep,97081,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,12720.0
31211,MERCEDES-BENZ,ML 350,Jeep,0,2010,Tiptronic, 4/5,  Left wheel  , Brown ,  Black ,,1,For Sale,9470.0
31212,HONDA,Cr-v,Jeep,217600,2004,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,3800.0
31213,TOYOTA,Highlander,Jeep,0,2013,Automatic, 4/5,  Left wheel  ,,  Black , JTEDC3EH0D2016956 ,1,For Sale,125.0
31214,MERCEDES-BENZ,E 300,Sedan,1600,2017,Automatic, 4/5,  Left wheel  , Black ,, WDDZF4JB6HA231221 ,1,For Sale,125.0
31215,JAGUAR,XF,Sedan,107837,2013,Automatic, 4/5,  Left wheel  , Black ,, SAJWA0HE1DMS83354 ,1,For Sale,1900.0
31216,TOYOTA,Aqua,Hatchback,90000,2011,Automatic, 4/5,  Right-hand drive   , Pink ,  Black ,,0,For Sale,2750.0
31217,TOYOTA,Prius,Hatchback,396350,2010,Automatic, 4/5,  Left wheel  , Black ,  Black , JTDKN3DU4A0033593 ,1,For Sale,2050.0
31218,FIAT,500,Hatchback,46400,2014,Tiptronic, 2/3,  Left wheel  , Green ,  Black ,,1,For Sale,5300.0
31219,HYUNDAI,Elantra,Sedan,193600,2014,Automatic, 4/5,  Left wheel  , Silver ,  Beige ,,0,For Sale,4900.0
31220,MAZDA,CX-7,Sedan,216550,2011,Automatic, 4/5,  Left wheel  , Black ,  Black , JM3ER2B53B0359854 ,1,For Sale,175.0
31221,FORD,Transit,Microbus,102000,1997,Manual, 4/5,  Left wheel  , Red ,  Grey ,,0,For Sale,3600.0
31222,TOYOTA,Prius,Hatchback,158000,2011,Automatic, 4/5,  Left wheel  , Red ,  Black ,,1,For Sale,6000.0
31223,HYUNDAI,Sonata,Sedan,104557,2013,Automatic, 4/5,  Left wheel  , Grey ,  Grey , 5NPEC4ACXDH582002 ,0,For Sale,5000.0
31224,LEXUS,GX 470,Jeep,202651,2013,Automatic, 4/5,  Left wheel  , Black ,, JTJJM7FX4D5050458 ,1,For Sale,325.0
31225,DAEWOO,Lacetti,Sedan,60563,2009,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,1999.0
31226,HYUNDAI,Santa FE,Jeep,43686,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,19754.0
31227,BMW,330,Coupe,275200,2003,Manual, 2/3,  Left wheel  , Blue ,  Brown ,,1,For Sale,3500.0
31228,FORD,Fiesta,Hatchback,200000,2013,Manual, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,3986.0
31229,TOYOTA,Prius,Hatchback,217600,2008,Automatic, 4/5,  Left wheel  , Blue ,  Yellow ,,0,For Sale,4100.0
